City,Population,Area;;;;;
Stockholm,975551,188,5189.10;;;;;
Göteborg,583056,450 ,1295;;;;;
Malmö,347949,77,4,518;;;;;
Uppsala,233839,49 ;;;;;
Västerås,150000,52;;;;;
Örebro,124207,47;;;;;
Linköping,164616,42 ;;;;;
Helsingborg,145789,38 ;;;;;
Norrköping,137326,35 ;;;;;
Jönköping,142427,44;;;;;
Lund,124935,26;;;;;
Umeå,128430,34;;;;;
Gävle,102418,41;;;;;
Borås,113884,29;;;;;
Eskilstuna,107005,29;;;;;
Södertälje,103656,25;;;;;
Karlstad,94753,30 ;;;;;
Täby,68253,25;;;;;
Växjö,70047,30 ;;;;;
Halmstad,72000,33;;;;;
;;;;;
;;;;;
;;;;;
